INS_time_ms, INS_Lat, INS_Lon, Nearest_Lat, Nearest_Lon, GT_D2L_m, Frame_no, ODO_D2L_m, Lat_new, Lon_new, GPS_stauts
475613600,47.7318767,10.3487458,47.73187107,10.34874211,0.559546,9193,0.5607,47.73187375,10.34874845,4
475613650,47.7318653,10.3487561,47.73186338,10.3487491,0.559303,9194,0.5502,47.73186601,10.34875532,4
475613700,47.7318538,10.3487665,47.73184799,10.34876308,0.553976,9195,0.5565,47.73185065,10.34876938,4
475613750,47.7318423,10.3487769,47.73184029,10.34877006,0.553647,9196,0.5502,47.73184292,10.34877628,4
475613800,47.7318309,10.3487873,47.73182492,10.34878402,0.557515,9197,0.567,47.73182763,10.34879044,4
475613850,47.7318194,10.3487976,47.73181724,10.34879099,0.547346,9198,0.6027,47.73182012,10.34879781,4
475613900,47.7318079,10.348808,47.73180187,10.34880494,0.541733,9199,0.5754,47.73180462,10.34881145,4
475613950,47.7317965,10.3488184,47.73179419,10.34881192,0.547833,9200,0.5796,47.73179696,10.34881848,4
475614000,47.731785,10.3488289,47.73177882,10.34882587,0.553262,9201,0.5817,47.7317816,10.34883245,4
475614050,47.7317735,10.3488393,47.73177113,10.34883284,0.550235,9202,0.588,47.73177394,10.34883949,4
475614100,47.7317621,10.3488497,47.73175577,10.3488468,0.554793,9203,0.567,47.73175848,10.34885322,4
475614150,47.7317506,10.3488601,47.73174808,10.34885377,0.550621,9204,0.5922,47.73175091,10.34886047,4
475614200,47.7317391,10.3488705,47.73173271,10.34886772,0.549096,9205,0.5859,47.73173551,10.34887435,4
475614250,47.7317276,10.3488809,47.73172503,10.3488747,0.545213,9206,0.5922,47.73172786,10.3488814,4
475614300,47.7317161,10.3488913,47.73170966,10.34888865,0.542325,9207,0.5922,47.73171249,10.34889535,4
475614350,47.7317047,10.3489018,47.73170198,10.34889562,0.552503,9208,0.0693,47.73170231,10.3488964,4
475614400,47.7316932,10.3489122,47.73168661,10.34890957,0.553773,9209,0.5964,47.73168946,10.34891632,4
475614450,47.7316817,10.3489226,47.73167892,10.34891655,0.547665,9210,0.6027,47.7316818,10.34892337,4
475614500,47.7316702,10.348933,47.73166355,10.3489305,0.547533,9211,0.6006,47.73166642,10.3489373,4
475614550,47.7316587,10.3489434,47.73165587,10.34893747,0.542858,9212,0.5649,47.73165857,10.34894386,4
475614600,47.7316472,10.3489538,47.7316405,10.34895142,0.540504,9213,0.6027,47.73164338,10.34895824,4
475614650,47.7316356,10.3489642,47.73163282,10.34895839,0.532337,9214,0.609,47.73163573,10.34896528,4
475614700,47.7316241,10.3489746,47.73161745,10.34897234,0.525809,9215,0.6111,47.73162037,10.34897925,4
475614750,47.7316126,10.348985,47.73160976,10.34897932,0.527632,9216,0.6132,47.73161269,10.34898626,4
475614800,47.7316011,10.3489955,47.73159439,10.34899327,0.529972,9217,0.6132,47.73159732,10.34900021,4
475614850,47.7315896,10.3490059,47.73158671,10.34900024,0.528856,9218,0.6153,47.73158965,10.3490072,4
475614900,47.7315781,10.3490163,47.73157134,10.34901419,0.522705,9219,0.6153,47.73157428,10.34902115,4
475614950,47.7315666,10.3490268,47.73156365,10.34902116,0.531693,9220,0.6153,47.73156659,10.34902812,4
475615000,47.7315551,10.3490373,47.73154828,10.34903511,0.537801,9221,0.6132,47.73155121,10.34904205,4
475615050,47.7315436,10.3490477,47.73154059,10.34904208,0.53354,9222,0.6132,47.73154352,10.34904902,4
475615100,47.731532,10.3490582,47.73152522,10.34905603,0.534568,9223,0.5964,47.73152807,10.34906278,4
475615150,47.7315205,10.3490686,47.73151754,10.34906301,0.528379,9224,0.6069,47.73152044,10.34906988,4
475615200,47.731509,10.349079,47.73150217,10.34907695,0.52727,9225,0.6111,47.73150509,10.34908386,4
475615250,47.7314975,10.3490895,47.73149448,10.34908393,0.531319,9226,0.5985,47.73149734,10.3490907,4
475615300,47.731486,10.3490999,47.73147911,10.34909787,0.531519,9227,0.6111,47.73148203,10.34910478,4
475615350,47.7314744,10.3491104,47.73147142,10.34910485,0.527408,9228,0.5985,47.73147428,10.34911162,4
475615400,47.7314629,10.3491208,47.73145605,10.34911879,0.528351,9229,0.5922,47.73145888,10.34912549,4
475615450,47.7314514,10.3491313,47.73144837,10.34912577,0.528478,9230,0.6153,47.73145131,10.34913273,4
475615500,47.7314399,10.3491418,47.73143299,10.34913971,0.533608,9231,0.6195,47.73143595,10.34914672,4
475615550,47.7314283,10.3491523,47.73142531,10.34914669,0.531591,9232,0.6237,47.73142829,10.34915375,4
475615600,47.7314168,10.3491628,47.73140993,10.34916063,0.541348,9233,0.6279,47.73141293,10.34916773,4
475615650,47.7314053,10.3491733,47.73140225,10.3491676,0.540941,9234,0.6258,47.73140524,10.34917468,4
475615700,47.7313937,10.3491838,47.73138687,10.34918155,0.539223,9235,0.63,47.73138988,10.34918868,4
475615750,47.7313822,10.3491944,47.73137919,10.34918852,0.549923,9236,0.6216,47.73138216,10.34919555,4
475615800,47.7313707,10.3492049,47.73136382,10.34920247,0.554852,9237,0.6237,47.7313668,10.34920953,4
475615850,47.7313592,10.3492155,47.73135613,10.34920944,0.565573,9238,0.6174,47.73135908,10.34921643,4
475615900,47.7313477,10.349226,47.73134075,10.34922338,0.572328,9239,0.6195,47.73134371,10.34923039,4
475615950,47.7313361,10.3492366,47.73133307,10.34923036,0.574581,9240,0.6027,47.73133595,10.34923718,4
475616000,47.7313246,10.3492472,47.73131769,10.3492443,0.582741,9241,0.6279,47.73132069,10.3492514,4
475616050,47.7313131,10.3492577,47.73131001,10.34925127,0.59,9242,0.63,47.73131302,10.3492584,8
475616100,47.7313015,10.3492682,47.73129463,10.34926522,0.590202,9243,0.6216,47.7312976,10.34927225,8
475616150,47.73129,10.3492788,47.73128695,10.34927219,0.59915,9244,0.6363,47.73128999,10.34927939,8
475616200,47.7312785,10.3492893,47.73127157,10.34928613,0.607296,9245,0.6405,47.73127463,10.34929338,8
475616250,47.7312671,10.3492999,47.73126388,10.3492931,0.620899,9246,0.6531,47.731267,10.34930049,8
475616300,47.7312557,10.3493105,47.73124851,10.34930705,0.632831,9247,0.6447,47.73125159,10.34931434,8
475616350,47.7312442,10.3493211,47.73124082,10.34931402,0.648211,9248,0.6552,47.73124395,10.34932143,8
475616400,47.7312327,10.3493316,47.73122545,10.34932796,0.65061,9249,0.6615,47.73122861,10.34933544,8
475616450,47.7312212,10.3493421,47.73121776,10.34933493,0.657541,9250,0.6636,47.73122093,10.34934244,8
INS_time_ms, INS_Lat, INS_Lon, Nearest_Lat, Nearest_Lon, GT_D2L_m, Frame_no, ODO_D2L_m, Lat_new, Lon_new, GPS_stauts
INS_time_ms, INS_Lat, INS_Lon, Nearest_Lat, Nearest_Lon, GT_D2L_m, Frame_no, ODO_D2L_m, Lat_new, Lon_new, GPS_stauts
INS_time_ms, INS_Lat, INS_Lon, Nearest_Lat, Nearest_Lon, GT_D2L_m, Frame_no, ODO_D2L_m, Lat_new, Lon_new, GPS_stauts
INS_time_ms, INS_Lat, INS_Lon, Nearest_Lat, Nearest_Lon, GT_D2L_m, Frame_no, ODO_D2L_m, Lat_new, Lon_new, GPS_stauts
INS_time_ms, INS_Lat, INS_Lon, Nearest_Lat, Nearest_Lon, GT_D2L_m, Frame_no, ODO_D2L_m, Lat_new, Lon_new, GPS_stauts
INS_time_ms, INS_Lat, INS_Lon, Nearest_Lat, Nearest_Lon, GT_D2L_m, Frame_no, ODO_D2L_m, Lat_new, Lon_new, GPS_stauts
INS_time_ms, INS_Lat, INS_Lon, Nearest_Lat, Nearest_Lon, GT_D2L_m, Frame_no, ODO_D2L_m, Lat_new, Lon_new, GPS_stauts
